passengerId,longestRun
162,4
244,8
344,13
615,17
689,10
869,9
954,13
967,7
1198,16
1234,8
1292,5
1399,11
1593,3
1699,8
1709,13
1752,12
2248,10
2395,1
2728,17
2754,14
2916,11
3550,7
3600,18
3695,8
3931,11
3998,12
4111,3
4337,8
4556,13
4620,10
4628,13
4634,10
4688,7
4945,15
5115,4
5254,2
5342,12
5408,12
5638,4
5752,8
5996,11
6398,3
6608,1
6768,4
7571,10
7782,2
7830,8
7848,7
7876,4
8182,4
8406,8
8415,1
8481,3
8505,8
8532,3
8632,3
8800,7
8847,6
9059,10
9080,5
9417,3
9643,4
9675,6
9842,2
9933,7
10031,1
10340,7
10918,5
11165,4
11191,4
11415,1
11538,4
11551,3
11793,5
11861,2
11865,4
12034,3
12046,5
12056,2
12163,9
12177,6
12506,10
13093,5
13254,2
13327,1
13420,4
13464,1
13653,3
13736,4
13774,1
13895,3
14156,3
14299,2
14364,3
14401,3
14514,3
14801,1
14827,1
15074,1
15289,1
15433,1
