passengerId,longestRun
172,9
613,23
1053,16
2096,4
2237,7
2264,8
2447,9
2633,9
3026,4
3078,22
3202,4
3218,9
3227,7
3350,2
3656,6
3670,14
3819,7
3981,6
4121,18
4431,10
4568,2
4714,7
4885,4
4930,9
5023,6
5562,4
5598,3
5745,5
5858,10
6143,9
6198,6
6437,11
6878,15
6928,4
7007,13
7187,9
8017,17
8095,8
8096,3
8519,17
8642,18
8880,7
8960,13
9206,8
9208,3
9216,5
9414,4
9601,14
9785,4
10102,5
10180,9
10188,6
10491,3
10596,16
10883,1
10919,2
11251,6
11728,9
11806,5
11967,3
12521,4
12579,9
12615,4
12655,3
12676,3
13340,1
13409,2
13918,4
13921,2
14055,6
14372,1
14471,1
14892,1
15131,3
