passengerId,longestRun
156,5
841,12
1107,7
1122,9
1146,11
1153,6
1271,10
1524,11
1691,7
1984,12
2325,19
2880,3
3041,19
3488,11
3899,7
4342,9
4414,7
4502,21
4990,16
5091,3
5196,9
5214,2
5345,12
5660,5
5768,9
6168,7
6234,4
6257,2
6273,3
6930,12
7084,4
7389,7
7421,4
7695,4
7895,4
8127,11
8252,11
8288,13
8439,4
8714,12
8753,1
8927,11
8935,4
8995,11
9001,2
9022,5
9175,2
9495,13
9540,21
9917,4
10021,8
10868,5
11228,6
11294,7
11428,3
11469,6
11649,9
11748,2
12116,2
12229,5
12540,6
12780,6
12913,2
12998,1
13574,4
13621,7
14274,1
14486,1
14509,3
14642,4
14654,1
14803,1
14949,1
15196,3
15396,3
