passengerId,longestRun
229,13
650,8
1119,8
1185,6
1212,11
1343,24
1376,14
1485,5
1559,7
1606,6
1846,7
1930,13
1969,7
2153,14
2196,15
2558,3
2590,6
2593,3
3136,5
3173,26
3403,9
3671,6
3687,6
3737,12
3742,11
3802,20
3824,5
3919,15
4479,2
4951,6
5051,10
5087,5
5180,10
5360,3
5577,5
5658,2
5794,5
6452,6
6476,2
6612,1
6797,4
6915,11
6972,11
7068,16
7116,2
7524,6
7674,8
8141,7
8144,3
8156,7
8456,1
8762,6
8792,4
8888,8
9108,2
9132,7
9192,4
9410,18
9424,3
9539,13
9596,7
9745,9
10103,5
10327,8
10514,5
10654,7
11525,5
11721,6
11840,9
12030,4
12102,2
12185,6
12335,7
12578,10
12741,3
12749,3
13160,9
13252,3
14293,2
14574,2
14600,3
14684,4
14730,4
14907,1
15007,1
15277,1
