passengerId,longestRun
89,1
521,13
550,4
1666,13
1706,6
2178,7
2435,8
2463,10
2514,11
2830,4
2831,5
3063,5
3349,9
3417,3
3526,14
3543,7
3925,13
3992,11
4092,19
4262,5
4267,7
4957,13
5036,3
5072,12
5110,3
5478,11
5498,10
5565,4
5609,8
6121,11
6249,7
6306,11
6391,2
6443,2
6498,2
6803,11
6815,9
7190,2
7380,9
7439,6
7682,14
7839,4
7852,4
7986,10
8446,12
8469,4
8698,9
8760,4
8897,6
9322,5
9325,4
9344,3
9563,8
9611,6
9682,5
9795,7
9822,20
10002,7
10062,1
10275,2
10369,1
10421,6
10901,1
11188,4
11603,1
12398,7
12418,2
12633,5
12848,1
12963,5
13019,1
13331,1
13542,5
13781,12
13786,2
13838,8
13862,7
13887,4
13941,7
14089,3
14462,1
14627,2
14747,4
14785,2
14855,1
14912,1
15455,1
