passengerId,longestRun
289,14
607,9
983,6
1129,6
1156,12
1290,5
1300,14
1499,16
1541,5
1586,12
1601,4
1615,2
2005,5
2109,12
2290,12
2386,1
2409,4
2600,13
2997,6
3138,3
3260,11
3264,5
3613,3
4250,3
4941,12
4998,6
5263,4
5535,4
5990,13
6570,14
6641,1
6661,4
6845,5
6903,12
6976,9
7018,6
7030,5
7176,8
7248,5
7317,2
7374,2
7463,12
7784,10
7923,6
8239,6
8256,10
8381,9
8445,9
8864,3
9439,7
9569,2
9783,6
9901,10
10145,12
10174,1
10588,3
10835,3
11242,5
11302,3
11433,4
11540,4
11572,8
11695,8
11770,2
11809,2
12287,1
12573,5
12665,3
13499,4
13804,3
14224,1
14254,1
14610,3
15068,1
15091,1
