passengerId,longestRun
171,8
480,2
631,16
747,8
792,7
906,10
1491,10
1510,5
1518,7
2025,1
2054,10
2117,11
2304,3
2461,4
2690,7
2766,12
3117,17
3482,5
3572,12
3633,5
3683,3
3957,14
4323,2
4881,15
4992,5
5055,16
5253,9
5300,3
5437,2
5675,4
5863,6
6096,8
6242,10
6343,9
6431,9
6886,7
6910,1
7004,8
7663,8
7857,5
8040,12
8045,18
8241,8
8465,11
8936,7
9268,9
9496,6
9651,7
9762,4
9811,5
9841,4
9846,5
10375,1
10500,7
10831,1
10885,3
11049,7
11477,1
11543,4
12304,2
12397,6
12823,1
12941,2
13108,3
13263,2
13497,2
13735,1
13931,2
13985,2
14195,2
14271,2
14595,3
15360,2
