passengerId,longestRun
2,1
269,15
465,9
518,4
1379,5
1589,6
1653,6
2144,4
2145,9
2324,5
2513,8
3576,12
3681,14
4207,4
4497,15
4682,13
4721,6
4814,15
4870,7
4921,7
5383,12
5563,7
5627,7
5750,4
5938,5
5986,5
6194,6
6436,3
6510,4
6642,7
6649,3
6657,3
6748,8
6941,1
7088,6
7160,7
7177,3
7312,6
7336,13
7369,9
7456,1
7562,7
7627,14
7768,12
7936,3
8641,2
8937,5
8996,4
9215,6
9289,4
9556,1
9868,6
9931,7
9988,11
10025,12
10097,8
10688,3
11149,2
11282,10
11330,5
11714,6
11828,2
11930,7
12220,7
12318,8
12399,2
12495,4
12550,2
12606,3
12921,4
13177,2
13310,1
13423,2
13441,2
13568,1
13848,7
13906,2
14246,1
14461,1
14657,4
15148,3
15293,1
