passengerId,longestRun
164,4
503,6
605,8
711,9
821,13
875,9
931,6
1076,13
1301,2
1350,7
1528,12
2229,9
2502,9
2733,4
3172,15
3375,2
3504,6
3531,9
3578,12
3584,11
3610,9
3929,7
3993,14
4037,14
4521,5
4589,3
4943,2
5109,11
5132,13
5318,9
5365,2
5573,10
5699,8
5788,14
5861,3
6004,8
6095,8
6165,11
6215,1
6251,9
6275,3
6318,4
6388,10
6677,3
7572,4
7617,8
7621,5
7723,6
7836,11
7950,9
7982,3
8018,3
8039,11
8130,8
8153,2
8181,6
8565,5
8842,4
9211,3
9718,5
10264,7
10353,10
10402,5
10550,7
10908,11
10920,6
10951,1
11314,6
11596,3
11680,7
11696,1
11767,14
11795,5
12261,2
12312,2
12629,1
12729,1
12856,6
12916,7
13515,6
14711,3
14854,1
14959,1
15073,1
15075,1
15098,1
15286,2
15347,2
15359,2
15474,1
