passengerId,longestRun
27,4
63,4
158,1
389,7
397,8
447,7
754,6
796,11
856,10
933,9
959,9
1516,4
1531,12
1570,7
1623,4
1693,14
2084,1
2170,8
2172,5
2255,9
2281,7
2703,3
2758,17
2760,12
2920,2
3668,7
3857,5
4011,11
4717,13
4739,11
4801,5
4950,6
4978,8
5056,10
5239,6
5302,7
5473,2
5622,3
5943,12
5955,13
6003,16
7122,10
7153,13
7470,12
7622,3
7644,5
7791,4
7933,3
7952,5
7991,3
8186,2
8328,6
8396,6
9020,4
9033,10
9126,2
9142,7
9687,12
10563,3
10641,2
10895,2
11128,4
11182,2
11941,1
12289,1
12441,1
12510,2
12759,6
12841,11
12855,3
13591,5
13846,7
13847,5
13864,1
13987,2
14054,1
14085,1
14163,1
14199,1
14305,1
14647,3
14655,1
14725,4
15081,1
15231,1
