passengerId,longestRun
91,8
152,4
267,3
317,6
357,5
416,13
584,9
667,3
788,6
835,6
1692,11
1990,7
2060,5
2332,7
2675,7
2783,17
3220,14
3435,11
3852,2
4075,12
4362,11
4565,10
4696,11
4787,6
4985,2
5114,4
5595,9
5597,6
5662,13
5713,6
5920,11
6704,4
6786,6
7521,5
7646,7
8059,8
8074,7
8180,15
8329,11
8390,12
8601,3
9011,4
9014,11
9155,1
9328,4
9346,8
9395,9
9981,6
10083,16
10169,1
10268,1
10404,7
11008,5
11262,9
11548,12
11573,3
11764,4
12141,2
12427,4
12481,4
12668,4
12824,1
13228,5
13371,2
13683,6
13686,3
14392,2
14473,1
14608,1
14671,3
14706,3
14709,3
14927,1
14945,1
15239,2
15305,2
