passengerId,longestRun
177,8
1231,9
1435,5
1643,15
1734,9
2426,8
2484,10
2544,20
2789,17
3165,8
3624,12
3885,8
4093,3
4376,9
4576,10
4778,8
4873,3
5102,2
5192,5
5271,4
5392,2
5397,4
5421,11
5485,3
5583,12
5655,3
5807,1
5966,18
6050,17
6369,11
6682,7
6833,10
6851,8
7048,4
7295,2
8076,12
8221,6
8634,1
8832,6
9002,10
9026,12
9400,12
9449,6
9470,7
9624,6
9896,4
9946,5
10130,9
10535,7
10900,8
11066,10
11392,4
11554,6
11562,9
11585,4
11618,3
11787,7
11946,8
11955,1
12429,4
12503,4
12802,1
12877,1
13232,9
13296,9
13301,1
13526,5
13897,5
14393,2
14457,1
14529,2
15200,2
15217,1
