passengerId,longestRun
83,12
362,18
1265,17
1430,13
1580,8
2257,9
2323,19
2333,12
2351,7
2870,10
3059,13
3180,22
3601,10
3690,13
3835,7
3855,12
4035,10
4038,9
4214,3
4437,2
4550,11
4833,3
5020,5
5026,7
5178,5
5661,11
6259,6
6553,10
6773,11
6865,11
7301,8
8063,8
8108,6
8191,5
8378,2
8666,4
8820,3
9038,3
9294,12
9351,13
9354,2
9732,7
10001,7
10048,12
10096,1
10437,7
10568,12
10834,2
10837,13
10849,1
10945,10
11738,4
11814,9
11876,9
12307,3
12594,8
12866,3
12886,4
13321,1
14150,2
14272,2
14291,4
14571,2
14674,3
14693,4
14957,1
