passengerId,longestRun
335,15
651,7
759,13
960,14
1093,5
1169,13
1333,17
1352,16
1401,14
1941,5
1981,7
2132,4
2411,15
2901,10
2948,3
3064,12
3129,6
3206,10
3254,1
3272,1
3340,6
3478,3
3621,6
4367,5
4913,2
5185,6
5273,5
5291,4
5351,7
5470,8
6030,19
6064,17
6149,7
6493,5
6616,9
6779,4
6880,5
6970,2
7244,7
7712,11
7965,3
8122,4
8163,8
8401,2
8516,7
8670,3
9031,12
9147,2
9645,9
9736,2
10186,6
10260,3
10341,1
10602,1
10613,13
10964,3
11068,4
11231,1
11692,5
11705,3
11951,1
12197,6
12217,1
12529,2
12585,4
12768,2
12828,4
13059,3
13162,2
13642,4
13939,4
14277,2
14338,3
14357,1
14478,1
14506,2
14621,3
15101,2
15184,2
15248,3
