passengerId,longestRun
186,9
910,13
1096,11
1113,7
1327,9
1345,7
1398,11
1707,5
1758,3
2082,11
2092,9
2671,4
2817,7
3334,6
3672,11
4045,7
4047,11
4118,8
4346,12
4433,7
4468,14
4475,8
4977,8
5247,5
5410,13
5458,8
5557,4
5561,5
5659,4
5681,10
5813,8
5925,11
6584,15
6955,5
7019,8
7097,6
7306,8
7322,3
7412,4
7487,4
7805,5
7976,5
8411,23
8668,1
8748,3
8764,2
8807,6
9141,1
9314,7
9365,6
9468,5
9585,2
9636,10
9658,4
9773,7
10063,3
10419,9
10482,11
10612,7
10736,2
11029,3
11096,2
11725,6
11855,7
11928,1
12382,1
12778,3
12847,1
13512,1
13750,5
13792,4
13890,2
14129,2
14437,1
14480,1
14902,1
15062,1
15132,2
15310,3
15405,1
15440,1
