passengerId,longestRun
301,6
411,13
548,10
903,6
1804,4
1809,5
2339,3
2810,6
2932,12
2934,9
2951,11
3118,8
3233,13
3735,17
3770,8
3831,5
4390,3
4659,11
4966,11
5001,6
5277,9
5518,11
5886,9
6060,21
6112,10
6219,3
6544,6
7011,4
7223,4
7525,3
7870,12
8003,14
8196,11
8302,1
8388,2
8540,7
8693,6
8805,4
9176,3
9277,7
9758,7
10163,6
10193,1
10385,1
11134,2
11192,10
11481,1
12006,5
12028,4
12276,7
12426,1
12753,3
12760,3
13012,4
13080,4
13427,2
13577,3
13702,4
13884,3
14122,1
14149,1
14609,1
14630,1
14800,3
15030,3
15119,2
15140,3
15213,1
15403,1
