passengerId,longestRun
86,10
109,11
354,9
483,6
640,7
1313,6
1610,4
1732,6
2368,1
2651,12
2677,4
2726,8
2928,10
2930,9
3347,2
3401,7
3648,11
3736,3
3982,8
4031,20
4054,12
4115,7
4329,19
4419,4
4489,7
4692,9
4994,6
4996,5
5297,5
5391,5
5651,4
5672,7
5776,4
5839,3
6061,11
6481,7
6847,11
7383,3
7865,5
7886,6
8044,6
8571,6
9021,2
9660,11
9674,4
9880,3
9997,16
10029,5
10403,9
10464,7
10476,10
10850,9
10954,13
10966,1
11194,12
11319,3
11332,11
11372,7
11531,4
11778,8
12078,5
12475,1
13113,4
13673,4
13766,2
13948,6
14385,2
14605,3
14715,4
14840,1
