passengerId,longestRun
192,1
213,7
337,14
440,7
454,4
473,6
573,4
653,4
921,11
1192,2
1264,7
1880,4
1976,11
2224,10
2350,7
2536,11
2712,12
2748,3
3503,19
3679,13
3713,11
3753,7
3902,16
3967,17
4425,4
5546,13
5611,8
5742,11
5893,3
6240,5
6373,3
6384,2
6804,7
7201,5
7579,17
7811,14
7948,10
8212,15
8737,1
8741,1
8893,5
9312,2
9959,8
10177,7
10222,4
10242,1
10396,10
10483,7
10707,3
10813,2
11011,15
11056,8
11131,4
11321,2
11357,5
11643,3
11775,7
12020,9
12212,7
12214,1
12227,4
12285,4
12306,2
12465,3
12593,2
12700,1
12884,1
13048,3
13122,2
13159,9
13434,1
13559,3
13806,4
14316,2
14345,2
14379,1
14582,2
14921,1
15053,3
15232,1
15250,1
