passengerId,longestRun
144,4
388,10
412,8
417,4
963,7
1571,8
1710,8
1911,16
1956,10
2021,6
2041,5
2192,11
2526,9
2623,8
2798,10
2953,9
3133,11
3437,4
3594,9
3655,8
3698,10
3841,2
4171,16
4229,5
4307,15
4319,16
4436,6
4462,7
4557,3
4614,13
4802,14
5046,11
5059,7
5086,7
5104,6
5673,4
6192,3
6326,11
6526,8
6549,2
6639,3
6731,13
6864,14
7040,5
7061,5
7729,4
8058,9
8161,7
8259,6
8314,8
8572,7
9253,8
9464,2
9555,6
9565,2
9648,6
9938,6
10183,1
10565,6
10653,8
10753,12
11480,1
11718,5
12081,3
12316,6
12513,4
12870,1
13645,2
13856,5
13950,8
14019,1
14433,1
14860,1
14870,1
15021,1
15054,1
15381,3
15427,1
