passengerId,longestRun
1058,11
1120,7
1225,13
1355,4
1664,8
1798,9
1910,4
2143,17
2510,7
2539,10
2588,17
2682,4
2990,2
3087,10
3181,10
3475,9
3814,9
3927,3
4182,13
4287,13
4503,11
4825,6
5136,15
5387,9
5428,4
5481,18
5591,3
5722,7
6239,7
6315,2
7194,12
7203,4
7320,3
7447,9
7849,7
7850,12
7866,17
7971,7
8064,3
8149,19
8215,8
9116,4
9232,8
9425,3
9777,15
9791,12
10090,1
10099,5
10101,6
10352,11
10445,6
10767,16
10898,2
10906,4
11475,1
11499,4
12021,7
12082,2
12183,3
12351,6
12721,4
12739,4
12857,1
12918,5
12969,5
13461,2
13486,3
13805,1
13944,2
14082,7
14395,1
14488,1
14533,3
14625,1
15003,1
15178,3
15180,4
15267,1
