passengerId,longestRun
231,9
387,9
885,8
1140,4
1349,4
1916,13
2128,10
2398,6
2594,8
2631,9
2652,6
2756,5
2993,14
3225,5
3244,7
3333,8
3348,11
3842,4
4298,3
4398,15
4404,18
4474,5
4843,7
5209,11
5442,6
5643,18
5694,7
5786,5
5894,9
5991,13
6449,2
6571,10
6718,12
6741,11
6896,11
7435,6
7527,7
8383,13
8541,12
8587,11
8703,8
8766,2
9161,1
9189,1
9649,15
9650,9
9676,15
9696,13
9757,10
9855,7
10331,9
10339,6
10378,8
10524,3
11031,4
11274,7
11486,2
11655,7
11702,4
12158,5
12292,2
12374,7
12733,4
12791,2
13006,1
13014,1
13354,2
13753,8
13851,7
14206,1
14427,1
14616,1
14986,1
15005,2
15247,1
15283,1
15417,1
