passengerId,longestRun
161,1
193,5
365,9
443,14
1191,13
1429,14
1669,8
1934,4
2101,11
2268,8
2354,9
2458,16
2562,7
2649,2
2869,17
3232,1
3513,11
3534,10
3631,16
3942,11
4033,3
4295,6
4339,15
4808,4
4997,4
5083,5
5211,6
5272,7
5384,3
5469,6
5570,4
5604,9
5689,7
5885,13
5961,6
5992,9
6104,9
6221,3
6223,4
6564,3
6580,14
6883,6
6990,1
7641,12
7823,13
7873,5
8275,4
8303,8
8363,25
8628,2
8769,3
9029,3
9262,3
9518,1
9771,6
10463,10
10511,2
10643,5
10965,6
10969,2
10973,2
10987,5
11001,9
11081,6
11485,1
11496,8
11537,8
11720,4
11918,1
11975,1
12822,1
13148,2
13163,11
13375,1
13703,3
13811,2
14590,3
14869,1
