passengerId,longestRun
11,7
49,5
290,15
437,21
514,5
591,5
716,14
775,6
803,10
1091,3
1291,8
1341,11
1423,15
1703,11
1889,9
2044,2
2133,5
2389,6
2578,12
2592,10
2730,5
2734,20
3637,12
3837,18
4002,10
4100,3
4163,4
4204,14
4240,4
4330,12
4429,5
4483,20
4604,5
4769,8
4813,6
4922,2
5092,11
5162,10
5542,4
5997,16
6181,12
6305,12
6389,3
6574,2
6708,11
7246,13
7569,6
7593,12
7774,13
8123,6
8370,6
8482,6
8563,15
8742,8
8930,8
9048,2
9551,7
9699,14
9996,8
10351,1
10423,6
10468,5
10498,6
10975,12
11110,4
11168,3
11225,11
11376,9
11599,8
11727,9
11802,4
12298,14
12356,4
12565,6
13265,6
13325,1
13403,1
13626,4
13649,3
13883,1
14003,4
14151,2
14162,1
14724,4
14951,1
14956,1
15020,1
15031,1
15055,1
15124,3
15290,1
15318,3
