passengerId,longestRun
114,2
434,7
599,10
646,6
678,3
714,7
742,7
928,15
1425,4
1474,9
1625,5
1963,9
2234,14
2376,7
2456,6
2630,4
2711,5
2852,3
2853,6
3148,12
3445,14
3518,14
3619,8
3811,4
4079,6
4218,7
4432,8
5058,14
5353,2
5743,16
5755,14
5984,14
6032,13
6412,12
6823,16
7517,7
7530,9
7631,5
7883,12
8159,9
8231,7
8297,13
8309,3
8402,7
8721,11
8982,6
9073,8
9095,10
9104,4
9162,1
9416,5
9459,8
9564,1
10074,4
10229,13
10267,16
10376,12
10740,11
11792,2
11829,7
11989,1
12025,4
12118,2
12898,5
12923,3
13143,2
13153,3
13221,12
13311,2
13619,6
13636,8
14042,4
14050,2
14065,2
14313,2
14476,1
