passengerId,longestRun
199,17
477,14
1161,4
1335,17
1337,23
1364,2
1715,19
1727,7
1966,16
2344,1
2442,6
2696,13
2698,4
3030,8
3040,2
3342,2
3374,2
3426,7
3589,20
3712,4
3926,14
3999,8
4252,5
4375,3
4520,2
4662,7
4751,2
5347,9
5350,10
5432,11
5636,9
5859,7
5880,1
5884,1
5948,6
6140,8
6255,8
6256,10
6272,3
6483,2
6528,6
6547,8
6767,7
7083,11
7211,2
7589,7
7735,11
7799,15
7975,7
8375,16
8648,3
8972,8
8976,8
9335,2
9370,8
9375,3
9543,1
9857,2
9895,5
9939,5
10347,7
10548,16
10729,2
10794,6
11197,3
11354,6
11612,1
11914,7
12266,1
12340,7
12376,6
12406,2
12535,8
12636,3
13062,5
13088,1
13523,1
13760,4
13777,4
13937,6
13958,2
13977,2
13999,3
14100,5
14389,1
14532,2
14677,3
14983,1
15015,2
15070,4
15233,1
