passengerId,longestRun
119,15
395,10
768,14
974,8
1420,10
1440,5
1940,10
2130,8
2137,8
3099,2
3731,1
3989,10
4049,3
4185,5
4533,8
4579,3
4633,4
4699,4
4725,4
4831,2
5080,16
5127,8
5221,6
5388,2
5394,6
5505,12
5524,4
5797,10
6441,13
6459,10
6713,4
6777,21
6796,6
6839,5
7400,7
7441,1
7842,9
7903,10
8089,12
8730,1
9413,10
10343,3
10486,12
10660,2
10761,1
10848,2
11007,10
11064,6
11122,4
11133,3
11367,4
11520,3
11674,8
11746,8
11785,2
12026,3
12124,3
12526,5
12599,4
12631,1
12960,1
13007,5
13057,3
13275,4
13385,5
13476,1
13601,3
13669,9
13828,2
13839,9
13844,1
13955,2
13996,3
14066,1
14286,1
14468,1
14703,5
14823,1
15099,1
15307,2
