passengerId,longestRun
44,1
132,13
309,13
392,22
471,11
540,8
611,18
804,7
947,14
1068,6
1332,13
1488,5
1793,3
2443,16
2604,14
2768,11
2813,7
2914,8
3006,2
3072,4
3153,19
3563,14
3701,1
3757,7
3991,11
4416,12
4972,16
5085,3
5117,7
5357,3
5476,9
5574,9
5587,11
5698,9
5806,5
6013,12
6404,2
6576,10
6670,1
6812,10
6848,14
6980,1
7462,6
7526,15
7675,3
7757,4
8036,16
8138,2
8246,10
8349,10
9067,9
9749,14
9821,7
9980,11
10461,16
10525,10
11150,4
11152,5
11343,3
11753,7
11850,2
12122,3
12160,6
12225,1
12497,13
12654,2
12852,1
12945,6
13036,1
13192,4
13300,3
13394,5
13573,2
14214,2
14447,1
14483,1
14611,3
14768,5
14838,1
14984,1
15208,1
15253,1
15345,3
