passengerId,longestRun
359,6
422,5
634,6
1027,10
1097,14
1315,19
1565,5
1635,16
1719,7
1751,3
2039,1
2155,19
2601,12
2893,7
2910,19
3278,19
3358,6
3573,17
3815,9
3840,6
4279,11
5586,10
5892,5
6268,6
6524,11
6579,11
6720,14
6949,4
6995,2
7137,3
7262,1
7347,9
7472,3
7887,5
8226,7
8385,11
8386,10
8430,5
8522,4
8533,9
8603,3
9082,6
9355,13
9429,7
9498,9
9517,14
9748,5
9835,3
10209,1
10335,8
10523,10
11301,4
11380,8
11668,1
11848,3
11904,2
11952,2
12323,14
12582,10
12955,5
13488,3
13535,4
13674,3
13904,3
13927,4
13934,2
13986,2
14213,1
14347,2
14644,4
14695,3
14760,4
14834,1
14978,1
15043,1
15113,5
15234,1
15295,1
