passengerId,longestRun
71,1
143,4
370,10
621,7
642,3
703,7
704,11
790,5
1274,9
1902,7
1960,10
2346,13
2555,7
2763,7
2903,4
3080,7
3195,8
3267,7
3514,7
3541,5
3545,17
3884,4
3914,11
3963,15
4073,12
4134,5
4232,3
4234,11
4318,11
4515,2
4651,10
4730,5
4764,8
4971,7
4983,16
5039,3
5416,21
5697,6
6247,2
6457,4
6501,10
6683,1
7123,9
7335,11
7345,1
7367,9
7391,6
7639,5
8293,8
8335,2
8956,14
9049,11
9306,4
9516,14
9797,4
9862,12
9928,8
10301,6
10983,7
11023,4
11160,4
11322,9
11399,5
11666,2
11715,2
12083,6
12301,9
12477,5
12979,7
13172,2
13738,2
14194,1
14363,1
14441,3
14464,2
14831,1
14994,1
15475,1
15492,1
