passengerId,longestRun
670,14
1036,11
1070,13
1552,6
2023,2
2075,11
2777,6
2823,3
2863,4
2872,4
3008,2
3221,5
3512,14
4201,5
4276,4
4744,17
4832,10
5259,9
5327,8
5516,12
5552,5
6953,10
6967,1
7252,4
7354,2
7659,7
7731,2
7958,6
8155,4
8262,11
8380,9
8405,2
8579,15
8756,4
8911,4
8984,4
9683,17
10185,1
10508,7
10526,6
10960,9
11072,7
11162,6
11707,4
12038,4
12150,4
12174,3
12556,2
12638,3
12653,6
13025,3
13215,10
13414,9
13672,4
13724,1
13825,1
14025,4
14125,4
14243,1
14317,4
14362,2
14591,3
14746,5
14821,1
15088,1
