passengerId,longestRun
183,10
522,8
527,5
571,9
725,4
728,10
837,4
1032,8
1049,6
1142,9
1634,4
2049,8
2279,17
2375,1
2446,16
2574,8
2889,3
3248,1
3442,15
3597,13
3639,6
3688,11
3730,7
3765,5
3801,14
3825,4
4133,5
4308,9
4327,3
4423,7
4444,13
4529,12
4570,2
4694,9
4920,5
4968,9
5000,4
5040,3
5374,8
5475,3
5588,3
5897,1
6073,5
6097,9
6339,15
6557,3
6601,2
6727,4
7017,8
7124,7
7165,6
7241,5
7454,7
7464,5
7703,11
7730,7
7853,16
7863,5
7864,14
7902,13
8066,4
8763,8
9559,5
9838,5
9986,4
10058,7
10107,8
10366,1
10711,2
10854,1
11032,5
11398,6
11533,3
11620,3
11652,10
11689,4
11796,7
11980,1
12103,4
12471,2
12542,9
12644,4
12908,7
13082,1
13095,2
13318,4
13489,3
13858,2
13879,2
13912,3
14006,2
14049,1
14190,2
14474,1
14612,3
14884,1
14913,1
14970,1
15077,1
15191,3
15207,3
15352,2
15445,1
15459,1
15470,1
