passengerId,longestRun
686,9
852,12
1016,12
1238,8
1737,10
1777,6
1785,3
1795,6
1810,6
1935,4
2373,2
2715,12
2849,1
2887,11
3287,5
3433,4
3535,7
3605,3
3846,11
4343,3
4494,12
4547,3
4585,4
4685,11
4882,6
4890,3
4903,18
4967,11
5296,5
5998,9
6445,7
6529,11
6535,12
7013,6
7070,6
7609,11
7620,12
7871,3
8004,10
8055,5
8561,5
9446,7
10011,4
10307,6
10383,1
10502,6
10665,6
10754,6
10763,5
11167,3
11407,6
11870,13
12095,5
12345,1
12563,9
12725,5
12992,3
13213,2
13572,2
13763,2
14201,2
14220,2
14526,1
14555,1
14808,1
