passengerId,longestRun
100,1
247,11
467,11
528,14
992,5
1617,20
2503,14
2608,9
2664,5
2912,9
3257,10
3266,11
3471,13
3577,6
3588,11
3860,6
3903,10
4624,8
4917,17
5094,14
5328,10
5355,10
5487,16
5916,6
6170,5
6344,11
6370,7
6602,3
6782,7
6813,15
7005,6
7316,4
7912,2
8158,15
8200,9
8568,3
8569,4
8717,2
9012,4
9241,3
9291,11
9605,5
9744,10
9781,8
9824,12
10077,5
10210,4
10253,9
10360,1
10451,5
10487,5
10574,9
10851,3
11455,1
11583,6
11684,1
11890,2
12189,8
12436,8
12660,1
13344,1
13466,2
13519,3
13541,7
13605,9
13870,5
14885,1
14895,1
15469,1
15482,1
