passengerId,longestRun
26,3
29,3
474,2
964,3
1677,27
1697,8
1806,3
1950,13
2040,2
2214,12
2250,10
2453,9
2509,13
2529,16
2927,8
3091,2
3506,11
3764,10
4590,10
4823,13
4894,6
5385,8
5409,9
5556,11
6721,3
7225,5
7279,10
7747,16
8075,5
8440,3
8484,1
9233,9
9458,3
9715,8
9945,6
9968,9
9978,10
10156,7
10422,8
10871,12
10959,1
11190,4
11276,12
11434,7
11567,5
11619,4
11625,2
11745,7
11938,10
11945,1
12044,3
12568,4
13098,2
13248,3
13401,3
13452,3
13460,3
13518,4
13638,7
13723,2
14117,1
14719,4
14846,1
15057,1
15173,4
15194,2
15237,1
15322,2
15371,2
15375,3
15432,1
15437,1
