passengerId,longestRun
108,6
218,14
333,9
339,8
934,7
1047,6
1079,10
1137,3
1736,3
2487,9
2547,6
2624,6
3089,11
3211,6
3250,6
3294,9
3537,7
3771,5
3891,8
3980,9
4228,4
4981,11
5160,8
5204,13
5367,8
5415,3
5785,4
5825,4
6018,5
6150,6
6197,8
6543,2
7046,3
7259,10
7319,14
7409,2
7515,13
7683,5
8013,16
8112,8
8407,5
8451,1
8472,2
8513,9
8799,2
8852,2
8915,4
8949,9
9377,5
9992,12
10401,9
10745,3
11246,5
11320,3
11502,9
12008,4
12204,11
12332,2
12337,1
12547,6
12650,1
13063,1
13085,4
13288,5
13370,3
13808,7
13833,7
14469,1
14942,1
15252,1
