passengerId,longestRun
124,1
181,1
363,17
586,7
843,19
1135,7
1149,9
1323,11
1368,12
1441,3
1535,7
1592,9
1712,10
1858,18
2097,13
2334,11
2384,1
2501,15
2525,7
2621,6
2687,9
3262,3
3295,11
3464,8
3481,7
3728,5
3985,9
4321,12
4488,10
4672,9
4770,8
5216,16
5463,13
5582,3
5706,10
5908,4
6241,2
6352,13
6703,6
6750,9
6931,15
7145,2
7265,4
7268,11
7563,11
7701,6
7992,3
8299,16
8627,4
8746,10
8891,3
9013,6
9072,9
9465,12
9869,4
10043,8
10088,2
10257,5
10271,9
10836,8
10852,1
11040,5
11146,4
11268,1
11508,9
11780,3
12094,3
12178,3
12273,11
12659,3
12744,3
12957,2
12995,1
13047,3
13849,1
14416,1
14858,1
15169,2
15190,2
15363,2
