passengerId,longestRun
672,10
904,7
955,9
1020,17
1072,9
1886,14
2020,5
2093,5
2208,13
2230,5
2469,8
2771,2
3075,6
3085,2
3191,12
3540,10
3585,6
3675,6
4183,4
4536,9
4827,27
4853,8
5534,5
5810,1
6006,13
6021,5
6026,3
6036,19
6435,8
6716,7
6724,4
6736,9
6788,3
7118,17
7542,11
7745,8
7780,9
7954,4
7979,7
8249,7
8322,1
8458,1
8617,1
8744,1
8922,13
8925,8
8998,16
9062,14
9149,3
9373,7
9573,1
9597,2
9900,3
9907,4
10022,10
10175,12
10217,1
10243,8
10493,9
10845,2
11104,5
11799,5
11805,4
11847,9
12054,3
12302,5
12484,2
12553,7
12571,2
12577,2
12641,7
12747,7
12773,6
12950,6
13074,3
13135,3
13418,4
13576,1
13604,4
13696,8
13850,2
14010,2
14505,3
14853,1
