passengerId,longestRun
96,3
250,7
377,7
743,6
859,20
929,6
1132,7
1136,5
1163,13
1218,16
1257,11
1367,8
1609,11
1685,6
1717,5
1741,3
1787,6
2086,4
2413,6
2492,11
2534,12
2637,4
2701,11
2802,16
2915,2
3121,8
3143,3
3197,10
3259,8
3274,1
3314,3
3632,10
4044,12
4154,10
4336,15
4372,3
4650,13
5499,10
5500,10
5829,7
5910,14
6115,3
6176,10
6292,9
6475,15
6705,7
6951,9
6998,1
7055,4
7065,4
7550,8
8208,12
8466,9
8504,7
8511,10
8660,7
8706,7
8837,18
9036,5
9235,5
9245,9
9298,7
9477,3
9525,8
9627,9
9804,8
9813,3
10065,1
10071,1
10744,8
10962,7
10968,5
11422,9
11452,4
11650,4
11676,12
12134,3
12680,1
12688,5
12714,3
12728,3
12811,5
12939,6
12988,2
13569,2
13680,6
14160,1
14484,2
14601,4
14863,1
14962,1
15121,5
15158,5
