passengerId,longestRun
264,17
600,5
638,18
876,11
961,10
1064,14
1110,3
1210,5
1302,9
1632,10
1756,2
1789,10
2119,13
2149,8
2723,11
2841,12
3201,6
3430,4
3468,16
3552,5
3791,10
3849,9
3944,7
4159,8
4361,10
4933,12
5005,10
5187,2
5334,8
5585,5
5599,3
5652,7
5809,7
5866,14
5905,13
6228,7
6236,9
6627,1
6887,5
7159,9
7254,1
7833,13
7929,4
8034,5
8630,1
8853,3
9110,2
9112,5
9307,8
9878,4
9899,4
10059,1
10108,3
10239,1
10948,4
11097,3
11461,1
12591,2
12634,7
12712,5
12975,1
13078,4
13125,2
13505,2
13598,1
13627,8
13632,3
13718,1
13852,1
14136,2
14875,1
14877,1
14878,1
14935,1
15313,2
15397,2
