passengerId,longestRun
51,3
56,6
1267,9
2287,7
2553,4
2650,8
2741,3
2743,12
2818,7
2864,7
3093,23
3261,9
3836,5
4304,8
4353,14
4493,5
4671,15
4698,4
5064,6
5186,9
5234,5
5650,8
6243,2
6545,7
6688,2
6939,7
7035,3
7126,8
7242,7
7446,5
7910,6
8028,3
8286,8
8651,6
8825,5
8889,9
9257,3
9304,4
9327,6
9392,7
9844,3
10208,3
10218,7
10227,12
10810,1
10856,9
11021,8
11279,5
11774,8
11819,1
11826,2
11926,8
11986,5
12156,3
12241,4
12259,4
12706,3
13249,9
13255,2
13445,4
13514,5
13755,2
13891,1
14036,2
14208,1
14294,3
14368,1
14948,1
15047,2
15155,3
15484,1
