passengerId,longestRun
948,5
1021,14
1452,14
1731,2
1805,4
2026,16
2043,9
2550,16
2694,8
2999,2
3036,7
3156,5
3463,12
3465,14
3507,10
3623,4
3650,16
3664,6
3827,6
3834,3
3848,5
3858,13
4018,6
4477,4
4900,7
5042,11
5607,3
5792,15
5883,1
5968,4
6202,8
6205,12
6317,10
7029,8
7205,5
7344,6
7764,7
7828,5
7998,9
8077,4
8097,5
8206,7
8457,2
8550,3
9107,7
9259,13
9521,2
9936,7
10392,1
10507,8
10539,8
10816,1
11117,4
11250,7
11621,4
11693,1
12014,8
12368,1
12839,1
12840,7
13115,3
13208,5
13343,2
13532,5
13813,4
13919,4
14219,2
14302,1
15193,4
15353,2
