passengerId,longestRun
35,1
560,9
639,7
1080,10
1125,5
1248,15
1496,3
1725,4
1801,17
2104,6
2194,9
2433,15
2471,7
2591,9
2620,13
2731,7
2960,17
3014,3
3020,14
3710,3
3767,3
3859,13
4631,7
4704,3
4824,8
4886,7
4954,2
5066,6
5158,2
5212,12
5315,8
5338,3
5433,6
5762,8
6207,1
7449,5
7549,12
7648,4
7650,11
7988,3
8348,13
8598,11
8708,5
9195,1
9475,3
9511,8
10254,3
10300,4
10737,8
10844,2
10880,9
10887,9
11027,9
11102,5
11221,8
11339,4
11431,1
11436,1
12032,7
12226,1
12598,5
13109,2
13590,4
14406,2
14620,1
14666,2
14752,4
14818,1
14899,1
14903,1
14940,1
