passengerId,longestRun
95,12
227,10
268,3
562,8
589,7
699,6
925,8
1246,20
1553,5
1833,10
2176,12
2297,9
2796,5
2924,5
3098,6
3436,18
3444,7
3574,5
3861,12
4192,4
4417,10
4561,8
4592,5
5067,15
5122,7
5449,8
6519,10
6658,11
7101,6
7653,11
7727,14
7812,8
8135,6
8244,3
8251,8
8534,5
8699,6
8861,6
9054,2
9297,3
9358,7
9657,5
9678,5
9944,12
10112,8
10308,13
10718,10
11199,5
11416,11
12117,3
12123,4
12159,7
12254,2
12296,1
12695,7
12785,5
12787,6
12899,7
12940,10
13308,1
13334,1
13587,4
13676,3
14203,4
14218,2
14233,2
14453,1
14795,4
14958,1
15094,1
15275,1
15349,2
15356,2
