passengerId,longestRun
17,10
79,14
170,14
209,4
661,8
1060,5
1342,17
1346,5
1453,8
2107,9
2647,6
2786,13
2826,12
3915,3
3922,7
4083,11
4166,13
4213,14
4681,4
4910,2
4938,5
5125,5
5166,12
5236,5
5369,8
5879,9
6088,13
6385,13
6399,6
6421,4
6485,5
6617,1
7049,3
7106,4
7310,2
8061,4
8099,9
8242,2
8273,9
8413,2
8416,4
8713,3
8726,2
8731,1
8981,15
9534,4
9615,5
10010,9
10172,1
10567,4
10769,2
10939,7
11051,4
11099,10
11123,13
11402,1
12907,3
13031,3
13665,4
13687,4
13694,5
13993,2
14185,1
15282,1
15434,1
