passengerId,longestRun
201,4
232,11
402,7
990,4
1141,3
1252,12
1405,8
1548,13
1650,8
1975,13
2022,3
2185,21
2360,4
2606,3
2738,2
2835,5
3353,12
3486,17
3652,8
3734,11
3799,6
4150,7
4324,10
4340,6
4495,9
4664,8
4902,4
5075,9
5169,6
5189,2
5644,10
5942,20
6040,9
6447,22
6665,1
6733,15
6735,9
6983,8
7264,1
7398,11
7413,5
7516,6
7718,19
7740,8
7816,6
7856,4
7892,6
8083,6
8111,6
8424,11
8553,10
8751,10
8793,9
8855,5
9394,9
9599,10
9617,5
10128,15
10200,4
10752,1
10970,6
11060,7
11311,6
11381,6
11729,9
12223,3
12504,5
12666,2
12932,3
13092,1
13101,2
13167,3
13387,1
13399,4
13455,1
13522,6
13800,4
14344,1
14366,2
14436,1
14446,3
14530,1
14649,3
14736,4
14744,4
14756,4
14975,1
15380,2
15481,1
