passengerId,longestRun
206,6
382,18
478,13
482,12
618,14
1915,6
2202,11
2310,10
2666,13
2685,17
3448,9
3546,11
3587,16
3719,4
3913,16
4055,2
4374,3
4665,10
4695,10
5427,7
5642,4
5929,4
6056,11
6118,3
6374,3
6394,11
6468,13
6671,3
6932,10
6997,3
7110,9
7232,2
7356,5
7594,8
7667,9
7821,8
7909,12
8238,11
8313,2
8397,13
8530,3
8856,6
9077,13
9092,7
9133,2
9356,12
9667,2
9787,2
9941,8
10085,15
10204,8
10619,6
10724,6
10894,1
10940,6
11052,3
11100,6
11216,4
11264,3
11448,1
11592,6
11658,1
11704,7
11783,5
11950,3
12687,8
12711,4
13050,4
13196,2
13395,1
13404,6
13822,7
13823,2
14016,2
14045,1
14113,1
14169,3
14253,4
14323,1
14802,1
15421,1
