passengerId,longestRun
1,5
319,9
404,4
539,4
896,11
901,15
1040,5
1071,7
1118,3
1316,9
1583,7
1845,8
1875,4
1909,3
2062,16
2079,12
2242,7
2628,10
2691,7
2876,1
3235,12
3412,7
3542,10
4164,7
4221,7
4597,10
4722,10
4797,3
4821,4
4896,13
5157,8
5443,11
5559,4
5818,4
5962,11
5970,8
6024,10
6071,12
6177,6
6546,4
6966,1
6974,11
7079,5
7359,2
7381,12
7458,1
7956,10
8069,2
8120,10
8496,2
8745,6
9186,1
9231,6
9586,10
9706,2
9909,4
10046,15
10349,10
10429,4
10441,5
10457,9
10640,14
10776,9
11284,9
11421,1
11529,6
11670,3
11761,3
11924,1
12262,6
12268,1
12288,1
12517,6
12541,7
12590,7
12649,1
12667,5
12761,4
12984,1
13083,5
13112,7
13258,5
13471,7
13910,4
14090,4
14143,1
14289,2
14451,1
14848,1
14941,1
