passengerId,longestRun
261,3
398,21
757,11
808,2
956,11
1061,3
1067,7
1645,8
1652,11
1952,3
2146,9
2427,12
2480,7
2595,11
2603,4
2955,5
2991,7
3146,7
3301,10
3470,6
3711,5
3745,7
4064,3
4124,8
4140,4
4236,7
4548,7
4588,4
4605,4
4617,5
4856,12
5176,2
5332,23
5506,3
5603,11
5900,1
6031,7
6203,1
6460,10
7080,9
7134,8
7222,8
7434,1
7661,17
7748,6
7932,4
8006,15
8395,2
8983,10
9071,2
9286,6
9630,5
9735,7
9831,4
10432,11
10434,10
10594,7
10604,7
10853,5
10911,4
11151,4
11153,4
11291,7
11406,1
11697,1
11758,7
11817,6
11872,9
11915,1
12516,10
12528,4
12698,2
12833,3
13373,1
13413,1
13586,4
13651,9
13923,3
13979,2
14223,2
14440,1
14710,3
14911,1
15024,1
15141,2
15298,1
15393,3
15487,1
