passengerId,longestRun
141,13
288,25
543,5
826,14
855,19
879,9
942,20
1201,13
1296,9
1672,3
1747,12
2087,1
2352,1
2482,19
2654,4
2746,14
2757,5
2856,12
2952,7
3185,5
3277,1
3523,9
4048,3
4061,9
4263,7
4396,8
4518,4
4598,11
4653,5
4678,10
4875,8
5120,14
5149,2
5168,3
5188,3
5238,12
5316,5
5333,8
5709,7
6232,5
6375,8
6667,4
6800,16
7210,8
7607,5
7875,5
8150,4
8606,1
8681,4
8749,10
8757,2
8871,14
8993,8
9256,12
9263,5
9393,6
10005,2
10291,3
10316,6
11045,9
11054,7
11500,1
11992,1
12153,4
12161,3
12353,1
12386,2
12498,5
12686,2
12800,6
12959,6
13002,3
13271,4
13358,1
13400,5
13469,3
13860,4
13969,2
14171,1
14508,1
14592,2
14809,1
15010,1
15093,1
15215,1
