passengerId,longestRun
565,10
606,13
914,5
991,7
1182,10
1578,2
1973,6
2303,14
2432,15
2467,20
2485,16
2607,4
3028,9
3516,7
3990,12
4007,7
4102,11
4160,4
4190,15
4197,5
4243,10
4261,9
4392,4
4394,8
4596,4
4799,5
4965,8
5632,10
6016,8
6117,4
6224,4
6357,14
6366,5
6554,10
6959,8
6979,6
7056,4
7613,8
7779,7
7817,5
8021,2
8085,7
8090,2
8115,9
8669,5
8677,1
8750,2
8905,8
9090,4
9121,6
9471,6
9490,2
9606,2
9912,7
10013,4
10087,8
10192,3
10841,8
10858,12
11180,11
12222,2
12415,3
12419,2
12482,6
12626,1
13066,1
13139,2
13741,5
13743,3
13745,5
13930,2
14727,4
14996,1
