passengerId,longestRun
570,11
691,3
734,10
1415,4
1508,10
1766,9
1776,4
1799,3
1908,9
1986,10
2080,6
2308,6
2316,7
2537,17
2568,12
2998,10
3330,17
3396,12
3983,3
4358,8
4463,9
4639,4
5628,10
5826,4
6070,12
6265,4
6662,1
6712,2
6730,13
7376,8
7493,6
7586,9
7862,10
8183,7
8266,9
8284,9
8442,5
8694,4
8695,7
8828,3
9203,3
9226,5
9374,5
10072,5
10332,5
10449,10
10534,4
10603,3
10674,6
10758,13
11025,7
11207,8
11304,7
11569,2
11672,3
11812,13
12111,10
12200,6
12613,4
12646,3
12786,4
13347,1
14227,3
14318,1
14519,3
14977,1
15083,1
15304,2
15497,1
