passengerId,longestRun
361,8
644,7
1045,15
1498,13
2147,6
2357,1
2369,4
2891,5
3049,12
3151,11
3364,13
3517,7
3561,10
3897,6
3933,6
4674,15
4980,9
5063,5
5215,7
5278,17
5600,4
7332,5
7538,11
7619,5
7736,3
7808,6
8008,3
8199,2
8317,8
8410,5
8684,17
8835,9
8883,4
8890,8
8958,11
9024,3
9220,4
9293,5
9442,7
9664,8
10139,5
10575,3
11423,4
11523,3
11688,1
12097,5
12154,2
12411,6
12431,5
12669,7
12732,3
12922,1
12994,1
13272,7
13313,2
13463,3
13552,5
13589,4
13624,2
14007,4
14011,7
14183,1
14557,1
14602,3
14696,2
14745,3
15450,1
