passengerId,longestRun
139,20
246,10
1190,9
1196,14
1770,13
1781,3
1888,14
1999,8
2165,7
2635,8
2803,12
2865,4
3025,9
3427,3
3453,17
3548,12
3901,10
4136,7
4507,3
4749,10
5640,4
6173,5
6448,3
6511,7
6609,1
6729,11
6732,6
6793,4
6846,3
7591,16
8218,7
8334,3
9064,9
9081,4
9151,8
9249,7
9280,16
9316,5
9420,8
9527,8
9874,10
10086,11
10104,12
10129,5
10278,3
10442,10
11224,8
11344,3
11408,6
11794,10
12211,1
12370,1
12466,5
12487,1
12651,4
12689,3
12810,6
12865,1
12973,3
13000,4
13018,1
13269,3
13294,3
13364,5
13407,5
13500,1
13893,1
14111,1
14184,1
14398,1
14504,1
14702,4
14738,4
14757,4
14973,1
