passengerId,longestRun
235,8
304,8
307,5
462,6
649,20
769,8
813,18
833,19
865,14
1100,5
1206,6
1855,8
1948,3
2884,3
3300,12
3446,7
3776,8
3887,10
3971,10
4019,14
4032,9
4050,4
4635,6
4643,7
5078,3
5242,4
5390,14
5630,11
5969,6
6139,3
6329,5
6341,4
6506,7
6583,9
6963,6
7108,2
7212,1
7349,11
7351,3
8094,7
8192,4
8217,6
8276,10
8586,4
8593,9
8994,12
9093,3
9264,8
9379,2
9863,5
9929,8
11315,7
11404,5
11571,8
11837,7
11897,10
12263,1
13064,4
13150,2
13204,6
13224,1
13625,2
13719,5
13744,2
13782,1
13854,1
13863,5
14038,2
14057,4
14139,1
14864,1
14872,1
15456,1
