passengerId,longestRun
277,6
287,6
348,16
415,13
847,7
1077,13
1336,5
1594,9
1958,10
2157,7
2486,9
2648,8
2940,6
3252,1
3640,8
4117,6
4905,4
5339,8
5417,10
5692,10
5741,15
5799,14
6172,3
6361,6
6664,6
6760,2
6917,3
6922,5
7202,5
7215,4
7612,16
7800,11
7867,7
7872,14
7949,8
8493,4
8881,7
9019,12
9102,6
9135,1
9891,6
10028,1
10426,3
10748,2
10988,10
11085,5
11112,3
11204,1
11638,2
11686,7
12085,7
12216,1
12253,1
12467,2
12881,7
12920,4
13226,1
13317,1
13533,4
13585,3
13596,4
13695,6
13732,4
13787,3
13798,3
13924,2
14005,1
14304,2
14450,1
14617,2
14676,2
14883,1
14939,1
14972,1
15019,1
15147,3
15327,3
15430,1
