passengerId,longestRun
185,3
349,11
375,17
632,8
1054,3
1582,2
1774,13
1838,5
2228,6
2366,3
2699,15
3060,5
3113,11
3130,3
3189,3
3778,3
4582,7
5670,4
5830,5
6027,17
6127,11
6400,8
6414,9
6496,6
6619,3
6638,3
6663,7
6714,3
6827,19
7503,8
8124,3
8176,4
8492,6
8653,8
8808,9
8840,4
9055,10
9713,11
9714,11
9802,5
10134,1
10231,5
10355,5
10470,8
11215,8
11377,2
12057,7
12106,2
12196,4
12279,1
12409,4
12750,1
12943,1
13054,3
13274,4
13367,3
13376,1
13393,4
13759,2
13773,2
14013,3
14428,1
14549,3
15013,2
15224,1
15226,1
