passengerId,longestRun
16,6
64,19
917,25
1022,6
1442,6
1620,9
1708,4
2243,17
2327,5
2361,2
2627,6
2905,13
3100,6
3123,16
3245,9
3265,6
3305,2
3371,8
3414,14
3678,6
4023,12
4274,13
4320,6
4378,9
4619,4
4655,9
4784,12
4948,5
5101,17
5113,7
5165,2
5184,3
5205,2
5352,11
5898,6
6764,11
6774,8
6907,1
6948,1
7565,15
7726,16
7756,10
8114,8
8615,1
8740,1
8953,6
9057,14
9065,3
9329,5
9423,4
9499,8
9561,8
9940,7
9993,10
10041,4
10195,1
10614,7
11154,2
11476,1
11694,9
11768,4
12120,4
12169,6
12355,7
12618,4
12704,6
12819,1
12909,3
12956,4
13211,1
13408,1
13677,3
14096,4
14500,1
14636,4
15175,2
15493,1
