passengerId,longestRun
55,1
373,4
544,16
614,11
922,2
943,2
1056,15
1397,6
1464,21
1538,16
1912,3
2142,5
2328,9
2565,14
2788,9
3003,2
3268,1
4094,3
4157,12
4364,18
4562,11
4828,7
5163,13
5223,5
5232,9
5548,8
5592,15
5671,10
5677,4
5808,10
5853,6
5946,14
6643,1
6871,3
6945,1
7012,4
7016,3
7045,4
7632,8
7719,7
7750,3
7786,5
8211,10
8710,11
9261,3
9451,10
9479,2
9640,6
9688,13
9722,2
9730,2
9885,8
10008,8
10115,12
10143,7
10373,9
10598,3
10623,2
10733,3
10739,8
10977,4
11141,4
11352,7
11751,2
11800,3
12187,2
12549,5
12783,3
12793,4
13220,6
13336,6
13388,1
13444,3
13584,2
13947,2
14071,5
14256,5
15472,1
15486,1
