passengerId,longestRun
326,4
386,11
450,7
595,11
596,4
894,8
1069,4
1444,17
1461,9
1513,5
2113,5
2709,9
2923,5
3407,10
3420,15
3808,7
3969,2
4096,3
4143,11
4306,7
4412,8
4501,3
4553,9
4860,7
5154,7
5195,2
5664,5
5805,7
5848,6
5881,11
6151,5
6473,3
6637,2
6824,11
7362,6
7704,7
7989,2
8027,7
8117,15
8389,8
8696,7
9170,4
9308,3
9435,6
9662,2
10198,7
10560,2
10592,10
10616,11
10927,6
11041,11
11195,3
11259,1
11586,7
11587,9
11929,1
12880,5
13383,4
13433,3
13478,2
13615,3
14058,3
14080,1
14115,1
14561,1
14579,2
14751,4
14753,2
15161,3
15346,2
15500,1
