passengerId,longestRun
594,11
733,11
935,10
1359,9
1509,9
1554,11
1649,11
1865,14
2081,4
2122,9
2166,6
2217,4
2867,20
3035,2
3527,16
3553,12
3718,8
4009,15
4022,8
4065,2
4266,8
4690,12
4702,7
4844,7
4849,7
4916,10
4940,9
5376,9
5784,4
6080,14
6131,4
6191,6
6672,2
6934,2
7280,9
7371,5
7438,4
7495,6
7671,12
7801,16
8169,9
8306,4
8602,1
8686,7
8951,8
9197,1
9592,8
9774,6
9812,6
9826,6
10110,10
10124,1
10171,4
10394,16
10704,6
10878,4
10925,6
10949,2
10994,5
11272,11
11273,10
11552,7
12011,2
12313,1
12428,7
12468,5
12483,5
12709,4
12834,4
13106,2
13118,4
13382,1
13440,7
13768,4
13872,8
13971,4
14094,7
14337,2
14704,4
14985,1
15014,1
15115,4
15218,1
15308,3
