passengerId,longestRun
331,9
710,7
772,17
1154,11
1166,5
1186,12
1468,15
1481,7
1522,5
1619,9
1655,7
1818,20
1903,12
1982,21
2829,7
2965,15
3027,2
3109,10
3411,11
3413,16
3611,13
3875,18
4071,10
4908,4
4964,8
4974,3
5251,7
5294,4
5767,10
5959,17
6010,13
6897,10
8080,2
8105,15
8531,4
8963,9
9538,6
9779,10
9851,4
10047,3
10609,5
10686,2
11189,5
11211,11
11233,6
11240,1
11683,9
11884,8
11923,7
12132,2
12194,2
12213,2
12324,1
12359,1
12377,5
12392,5
12530,9
12534,2
13032,1
13053,1
13381,3
13454,2
13756,1
14092,6
14097,4
14359,2
14465,3
14568,1
15251,1
