passengerId,longestRun
174,8
712,18
825,6
946,9
1641,18
1821,5
2018,9
2412,15
2419,4
2455,8
2579,7
2885,4
3238,12
3646,5
3951,4
4189,9
4286,10
4291,8
4840,4
5497,13
5877,2
5921,7
6079,5
6133,7
6212,6
6260,5
6342,9
6505,2
6569,4
7243,17
7416,1
7749,4
7790,9
8316,10
8973,7
8999,6
9086,6
9403,8
9431,5
9634,12
9873,9
10215,1
10667,8
10993,1
11047,9
11098,8
11600,9
12249,1
12480,1
13432,8
13492,8
13616,5
13716,2
14110,2
14217,5
14341,2
14381,2
14382,1
14410,1
14452,1
14475,2
14538,1
14866,1
15037,3
15105,2
15404,1
