passengerId,longestRun
169,10
751,14
786,10
1243,8
1268,12
1286,5
1384,7
1431,9
1827,10
2159,13
2431,6
2617,7
2801,11
3455,7
3560,15
3743,9
3747,1
3749,9
3774,1
3788,6
3805,9
4476,10
4496,20
4779,5
5024,5
5144,4
5289,6
5491,18
5501,8
5702,11
6270,8
6300,2
6536,3
7298,11
7473,1
7584,7
8315,6
8866,5
8894,6
9120,2
9212,10
9290,6
9387,5
10358,8
10364,7
10488,5
10692,1
10879,6
10931,2
11036,7
11067,10
11163,4
11173,6
11219,3
11654,4
12460,1
12702,3
13060,2
13116,2
13247,5
13611,3
14481,3
14772,4
14775,4
14788,3
15027,1
15102,2
15189,1
15320,2
15341,3
15477,1
