passengerId,longestRun
8,3
62,2
182,9
334,18
512,10
658,5
668,3
1062,8
1143,19
1245,6
1261,8
1506,13
1585,6
1853,13
2302,1
2532,10
2640,8
3134,6
3184,12
3400,7
3483,17
3702,16
4313,10
4386,7
4457,5
4544,8
4889,8
4991,8
5578,8
5720,11
5814,5
6090,5
6167,5
6353,4
6603,4
6684,1
7015,7
7285,7
7699,10
7714,7
7980,11
8009,5
8311,4
8582,6
8794,1
9050,11
9078,10
9603,3
9684,8
9884,2
10303,6
10541,13
10780,8
10789,2
10797,8
11364,5
11435,7
11741,3
12133,5
12265,3
12557,10
12691,1
12726,1
12902,6
13079,3
13558,4
13564,9
13633,3
13726,2
13771,4
13772,2
14177,1
14290,2
14490,1
14548,3
14566,3
14759,4
14946,1
15223,1
15444,1
